codeCn,cn,codePinyin,pinyin,codeEn,en,codeFr,fr,isFavorite
ugk,备忘录,bwl,bèi wàng lù ,, memorandum ; aide-mémoire ; memorandum book,, F.mémorandum ; aide-mémoire,
ugkg,恼火,nh,nǎo huǒ ,, annoyed ; irritated ; vexed,, F.bouillir de colère ; éprouver de l抋gacement,
ugkg,脑袋,nd,nǎo dài ,, head        ,, F.tête,
ugkg,脑浆,nj,nǎo jiāng ,, brains,, F.cervelle,
ugkg,甜食,ts,tián shí ,, sweet food ; sweetmeats,, F.sucreries,
ugkg,图像,tx,tú xiàng ,, picture ; image,, F.image,
ugkg,烟袋,yd,yān dài ,, small-bowled long-stemmed pipe,, F.longue pipe,
ugkg,烟火,yh,yān huǒ ,, smoke and fire ; cooked food ; fireworks,, F.feu ; aliments cuits ; feu d'artifice,
ugkg,焰火  ,yh,yàn huǒ   ,,frireworks,, F.feu d'artifice,
ugkl,甜水,ts,tián shuǐ ,, frresh water ; happiness ; comfort,, F.sirop ; eau douce ; bonheur,
ugkt,图表,tb,tú biǎo ,, chart ; diagram ; graph,, F.tableau ; graphique ; diagramme,
ugkt,烟灰,yh,yān huī ,, tobacco ash ; cigarette ash,," F.cendre de cigarette, de cigare",
uglg,灿烂,il,càn làn ,, magnificent ; splendid ; resplendent ; bright,, F.étincelant ; brillant ; éclatant ; éblouissant ; rayonnant ; splendide,
uglj,価,价格,カ、あたい,, price ,, F.prix,
ugll,烟丝,yu,yān sī ,, cut tobacco ; pipe tobacco,, F.tabac haché ; tabac à fumer,
ugmi,甜味,tw,tián wèi ,, sweet taste,, F.dessert,
ugmm,蓄意谋杀,xyms,xù yì móu shā ,, willful murder ; murder in the first degree,, F.tuer qn à dessein ; meurtre au premier degré,
ugmq,备案,ba,bèi àn ,, put on record ; put on file ; enter  (a case) in the records,, F.enregistrer / inscrire au dossier,
ugmq,备课,bk,bèi kè ,, prepare lessons,, F.préparer les cours,
ugmq,图案,ta,tú àn ,, pattern ; design,, F.dessin ; motif,
ugmq,图谋,tm,tú móu ,, plot ; scheme ; conspire,, F.combiner ; projeter ; intriguer ; comploter,
ugmt,囚禁,qj,qiú jìn ,, imprison ; put in jail ; keep in captivity,," F.emprisonner ; mettre en prison, en cage",
ugmt,甜菜,ti,tián cài ,, beet ; beetroot,, F.bette ; betterave,
ugni,仙丹,xd,xiān dān ,,elixir of life,, F.pilule d'immortalité ; elixir de longue vie,
ugnl,烟雾,yw,yān wù ,, smoke ; mist ; vapor ; smog,, F.fumée ; brume ; vapeur ; brouillard,
ugnt,四周,uz,sì zhōu ,, all around,," F.des quatre côtés, autour de",
ugnt,烟蒂,yd,yān dì ,," stub, stump, cigarette end",, F.mégot,
ugnt,烟幕,ym,yān mù ,, smoke screen,," F.rideau, écran de fumée",
ugog,稻谷,dg,dào gǔ ,, paddy,, F.paddy ; riz non décortiqué,
ugog,凶多吉少,xdjs,xiōng duō jí shǎo ,, be fraught with grim possibilities ; bode ill rather than well,, F.présager plus de mal que de bien ; être plutôt de mauvais augure ; ,
ugot,番茄,fq,fān qié ,, tomato ,, F.tomate,
ugot,仙姑,xg,xiān gū ,, fremale immortal ; female celestial ; sorceress,, F.fée ; sorcière,
ugpg,烟盒,yh,yān hé ,, cigarette case,, F.porte-cigarettes ; étui à cigarettes,
ugqg,回心转意,hxzy,huí xīn zhuǎn yì ,, change one's views ; come around,," F.changer de sentiment, d'opinion",
ugqg,烟熏,yx,yān xūn ,, smoke,, F.fumer,
ugqi,甜点,td,tián diǎn ,, a senile ; sweet,, F.gateau ; dessert,
ugqj,悩,悩,ノウ、なや-む、なや-ます,,upset,, F.inquiéter,
ugqj,脳,脑袋,ノウ,, head        ,, F.tête,
ugqq,甜蜜,tm,tián mì ,, sweet ; happy,, F.sucré ; mielleux ; bien-aimé ; chéri,
ugrg,舢舨,sb,shān bǎn ,, sampan,, F.sampan ; petite barque,
ugrg,四肢,uz,sì zhī ,, the four limbs ; arms and legs,, F.quatre membres,
ugs,恼怒的,nnd,nǎo nù de ,,Irritated,, F.Irrité,
ugst,仙鹤,xh,xiān hè ,, red-crowned crane,, F.grue à couronne rouge,
ugt,四十,us,sì shí ,, frourty ,, F.quarante,
ugt,图,t,tú ,, picture ; drawing ; chart ; map,, F.dessin ; projeter ; convoiter,
ugtg,备件,bj,bèi jiàn ,, spare parts,," F.pièce de rechange, de réserve",
ugtg,個,g,gè ,,Months,, F.mois,
ugtg,锢,g,gù ,,restrain,, F.Retenir,
ugtg,图解,tj,tú jiě ,, diagram ; graph ; figure ; graphic solution ; pictorial ; illustrated,, F.figure ; illustration ; graphique ; diagramme ; schéma,
ugti,烟叶,yy,yān yè ,, tobacco leaf ; leaf tobacco,, F.feuille de tabac ; tabac,
ugtj,個,个人,コ,, individual ; personal ; oneself ,, F.individu ; personne,
ugtj,錮,锢,コ,,restrain,, F.Retenir,
ugtq,留神,ls,liú shén ,," on the alert, take care ; be careful       ",, F.faire attention,
ugtq,脑汁,nz,nǎo zhī ,, brains,, F.cervelle,
ugtq,图章,tz,tú zhāng ,, seal ,, F.sceau,
ugtq,烟斗,yd,yān dòu ,, pipe,, F.pipe,
ugtt,囚车,qc,qiú chē ,, prison van ; prisons'ban ; patrol wagon ; black maria,, F.voiture cellulaire,
ugtt,甜,t,tián ,, sweet,, F.sucré,
ugty,烟,y,yān ,,smoke    ,, F.fumer,
ugu,四,u,sì ,, frour ,, F.quatre,
ugug,烟囱,yi,yān cōng ,, chimney ; funnel ; stovepipe,, F.cheminée,
ugul,图画,th,tú huà ,, painting ; drawing,," F.dessin, tableau",
uguv,细声细气,xsxq,xì shēng xì qì ,, in a soft voice ; soft-spoken,, F.d'une voix fluette,
ugvi,备战,bz,bèi zhàn ,, prepare for war,, F.préparer la guerre ; préparation à la guerre,
ugvl,图纸,tz,tú zhǐ ,, blueprint ; drawing,, F.dessin négatif ; papier au projet type,
ugw,馅儿,xr,xiàn ér ,,stuffing,, F.farce,
ugwg,烟鬼,yg,yān guǐ ,, heavy smoker ; opium addict,, F.grand fumeur ; opiomane,
ugwt,仙境,xj,xiān jìng ,, frairyland ; wonderland ; paradise,, F.monde des immortels ; paradis,
ugx,仙,x,xiān ,, celestial being ; immortal,, F.immortel ; génie ; féerique ; esprit céleste,
ugxg,岳父  ,yf,yuè fù   ,, wife's father ; father-in-law,, F.beau-père (père de l'épouse),
ugxi,四处,uc,sì chù ,, all around ; in all directions ; everywhere,, F.partout ; de tous côtés ; dans toutes les directions,
ugxmj,甘愿做某事,gyvms,gān yuàn zuò mǒu shì ,iwtds,I want to do something voluntarily,jvfqc, F.Je veux faire quelque chose volontairement,
ugxt,仙女,xn,xiān nǚ ,, sian ; Xi'an,, F.Xi'an ; Sian (nom d'une ville chinoise),
ugy,仙人,xr,xiān rén ,, celestial being ; immortal,, F.fée ; sorcier ou sorcière ; immortel ; esprit céleste,
ugyq,甜美,tm,tián měi ,, sweet ; luscious ; pleasant ; refreshing,, F.dessert ; a succulent ; appétissant,
ugyq,甜头,tt,tián tóu ,, sweet taste ; pleasant flavor ; good ; benefit,, F.appats ; attraits ; avantages,
ugyq,烟头,yt,yān tóu ,, cigarette end,, F.mégot,
ugzg,甜瓜,tg,tián guā ,, melon ,, F.melon ,
ugzq,烟道,yd,yān dào ,, frlue,, F.conduit de fumée ; cheminée,
ugzt,仙逝,xs,xiān shì ,, pass away,, F.décéder,
uhhh,脑力劳动,nlld,nǎo lì láo dòng ,, mental work,," F.travail mental, intellectuel",
uhmr,烟雾弥漫,ywmm,yān wù mí màn ,, frull of smoke,, F.vapeurs pestilentielles ; plein de fumée,
uho,图书馆,tsg,tú shū guǎn ,, library ,, F.bibliothèque,
uhogy,图书馆今天什么时候关门？,tsgjt,tú shū guǎn jīn tiān shén me shí hòu guān mén ？,wtdtl, What time does the library close today?,aqlbs," F.Aujourd'hui, quand la bibliothèque sera fermée?",
uhonx,图书馆需要多一些最新的书,tsgxy,tú shū guǎn xū yào duō yī xiē zuì xīn de shū ,tlntg, This library needs to get some more up-to-date books.,lbobd, F.Les bibliothèques ont besoin de quelques livres plus récents.,
uhp,国务卿,gwq,guó wù qīng ,, secretary of State,, F.secrétaire d'Etat,
uhpk,四分五裂,ufwl,sì fèn wǔ liè ,, frall apart; be rent by disunity; be all split up; disintegrate,, F.se démembrer; se disloquer; tomber en pièces; se diviser et se désagréger,
uhs,西方的,xfd,xī fāng de ,,western,, F.occidental,
uhw,国务院,gwy,guó wù yuàn ,, the State Council ; the State Department,, F.conseil des affaires d'Etat ; Département d'Etat,
uhxa,国务委员,gwwy,guó wù wěi yuán ,, state councilor,, F.membre du conseil des Affaires d'Etat,
uiag,出兵,cb,chū bīng ,, dispatch troops,," F.envoyer, expédier des troupes",
uial,出殡,cb,chū bìn ,, carry a coffin to the cemetery ; hold a funeral procession,, F.convoi funèbre ; funérailles ; enterrement ; obsèques,
uial,回顾,hg,huí gù ,, look back ; review,, F.regarder en arrière ; revenir sur le passé ,
uial,山顶,sd,shān dǐng ,, the summit of a mountain ; hill top,," F.sommet, cime d'une montagne",
uibg,出错,ci,chū cuò ,, make mistakes,, F.commettre une erreur ; faire une gaffe,
uibq,回首,hs,huí shǒu ,, turn one's head ; turn round ; look back ; call to mind,, F.retourner la tête,
uibq,回音,hy,huí yīn ,,echo ; reply ; turn,, F.réponse par écrit,
uibt,回春,hc,huí chūn ,, return of spring ; bring back to life,, F.le retour du printemps,
uic,齒,c,chǐ ,, tooth ; a tooth-like part of anything ; mention,, F.dent ; ce qui ressemble à des dents,
uic,出,c,chū ,, go out ; leave ,, F.sortir ; sortie,
uicg,出色,cu,chū sè ,, outstanding ; distinguished ,, F.exceptionnel ; remarquable,
uicg,回笼,hl,huí lóng ,, steam again ; withdrawal from circulation,, F.retirer de la circulation,
uicl,回绝,hj,huí jué ,, decline ; refuse,, F.refuser ; repousser,
uicl,屈死,qu,qū sǐ ,, be wronged and driven to death ; be persecuted,, F.mourir victime d'une injustice,
uicq,回礼,hl,huí lǐ ,, return a salute ; send a present in return ; present a gift in return,, F.rendre à qn. son salut,
uicq,回忆,hy,huí yì ,," memory, recall, recollect, recollection, represent",," F.se souvenir, souvenir, mémoire",
uict,回电,hd,huí diàn ,, wire back,, F.réponse télégraphique,
uict,山地,sd,shān dì ,, mountainous region ; hilly area ; hilly country,, F.région montagneuse,
uict,山麓,sl,shān lù ,,Foothills,, F.Contreforts,
uidq,圆滑 ,yh,yuán huá  ,,smooth and evasive,, F.rusé ; malin ; habilement ; avec tact ; avec doigté ; diplomate,
uieg,出任,cr,chū rèn ,, take up the post of,, F.aller remplir une fonction,
uieg,出生,cs,chū shēng ,, be born       ,, F.naître ; naissance ; être né,
uieg,回程,hc,huí chéng ,, return trip ; return stroke,, F.retour,
uieg,圆锥  ,yz,yuán zhuī   ,,circular cone ; taper,, F.cône,
uiei,山峰,sf,shān fēng ,, mountain peak,, F.pic ; cime,
uieq,瞄准,mz,miáo zhǔn ,, take aim ; aim ; train on ; lay ; sight,, F.viser ; ajuster ; pointer ; braquer ; mettre en joue,
uieq,山羊,sy,shān yáng ,, goat ,, F.chèvre ,
uif,出工,cg,chū gōng ,, go to work ; show up for work,, F.aller au travail ; se présenter au travail,
uif,出土,ct,chū tǔ ,, be unearthed ; be excavated ; come up ; come up out of the ground,," F.être découvert (mis au jour, exhumé)",
uifq,出差,cc,chū chà ,, be away on official business ; be on a business trip,," F.sortir, partir en mission officielle, en service commandé",
uifq,山庄,sz,shān zhuāng ,, mountain villa,, F.maison de campagne ; villa dans la montagne,
uig,圆心,yx,yuán xīn ,,the center of a circle,, F.centre d'un cercle,
uigg,出息,cx,chū xī ,, promise ; prospects ; future,, F.avoir de l'avenir ; donner de grandes espérances ; promettre beaucoup ;avenir ; promesse ,
uigl,回乡,hx,huí xiāng ,, return to one's home village,, F.retourner dans son pays natal,
uigl,圆形  ,yx,yuán xíng   ,, circular ; round,, F.rond ; circulaire,
uigt,回声,hs,huí shēng ,,echo,, F.écho,
uigt,回想,hx,huí xiǎng ,, think back ; recollect ; recall,, F.se remémorer ; se souvenir,
uih,出力,cl,chū lì ,, put forth one's strength ; exert oneself ; exert one's efforts ; make great efforts ; output power ,, F.faire des efforts ;déployer ses forces ;se dépenser pour ;fournir un effort,
uih,回,h,huí ,,  return to ; to or come back ; turn back ; write an answer ; ,," F.retourner, revenir, fois, rentrer, retourner",
uihl,出动,cd,chū dòng ,, set out ; start off ; call out ;send out ;dispatch ;go into action ; turn out,, F.se mettre en marche ; se jeter dans l'action ; entrer en campagne,
uihq,出访,cf,chū fǎng ,, go aboard for visit,, F.effectuer une visite,
uihq,回访,hf,huí fǎng ,, pay a return visit,, F.rendre à qn. sa visite,
uiht,出勤,cq,chū qín ,, turn out for work ; be out on duty,, F.se présenter au travail ; faire enregistrer sa présence,
uiig,山川,sc,shān chuān ,, mountains and rivers ; land,, F.monts et cours d'eau,
uij,歯,牙齿,シ、は,, tooth ; ivory ; tooth-like thing,, F.dent,
uij,回,回,カイ、（エ）、まわ-る、まわ-す,,Return,, F.Retour,
uij,届,j,jiè ,,a session of a conference ; year of graduation ,," F.arriver à échéance, fois",
uij,届,届,とど-ける、とど-く,,a session of a conference ; year of graduation ,," F.arriver à échéance, fois",
uij,屈,屈曲,クツ,,Buckling,, F.Flambage,
uij,凸,凸,トツ,,Protruding,, F.Saillant,
uijg,出身,cs,chū shēn ,, class origin ; family background ; one's previous experience or occupation,, F.extraction ; origine de classe ; issu de,
uijg,出手,cs,chū shǒu ,,get off one's hands ; dispose of ;sell ;skill displayed in making opening moves,, F.vendre ; se défaire de ; se débarrasser de ; d'un coup,
uijg,回手,hs,huí shǒu ,, turn round and stretch out one's hand ; hit back ; return a blow,, F.rendre coup pour coup,
uiji,临时,ls,lín shí ,, at the time when sth. happens ; temporary ; provisional ; for a short time,, F.provisoirement,
uiji,山野,sy,shān yě ,, campaign,, F.campagne ; rustique,
uijl,出于,cy,chū yú ,, start from ; proceed from ; stem from ; out of,, F.provenir de ; procéder de ; émaner de,
uijl,屈辱,qr,qū rǔ ,, humiliation ; mortification,, F.humiliation ; opprobre,
uijq,出游,cy,chū yóu ,, go on a (sightseeing) tour,, F.voyager ; faire une excursion ; partir en voyage,
uijq,山河,sh,shān hé ,, mountains and rivers ; the land of a country,, F.montagne et rivière,
uijt,出事,cs,chū shì ,, meet with a mishap ; have an accident,," F.il est arrivé qch. de facheux, un événement malencontreux, une mésaventure",
uikg,山脉,sm,shān mò ,, mountain range,, F.chaîne de montagnes,
uikg,咽炎,yy,yān yán ,, pharyngitis,, F.pharyngite,
uikl,山水,ss,shān shuǐ ,, water from mountain; mountains and rivers; scenery with hills and waters,, F.paysage,
uikl,圆球   ,yq,yuán qiú    ,,a ball ; a globe,, F.sphère,
uikq,回家,hj,huí jiā ,, go back ,, F.rentrer chez soi,
uilg,出征,cz,chū zhēng ,, go on an expedition ; go out to battle,, F.partir en expédition militaire ; entrer en campagne,
uilq,出让,cr,chū ràng ,, sell (one's own things),, F.vendre ; céder,
uils,晒  ,s,shài   ,,(of the sun) shine on ; dry (st. ) in the sun ,," F.exposer au soleil, sécher",
uilt,出世,cs,chū shì ,, come into the world ; be born ; renounce the world ; stand aloof from worldly affairs,, F.naître ; venir au monde ; se désintéresser des choses de ce monde,
uilt,山区,sq,shān qū ,, mountain area,, F.région montagneuse,
uilt,山楂,sz,shān zhā ,, hawthorn ; haw,, F.azerole ; aubépine,
uimi,回味,hw,huí wèi ,, aftertaste ; call sth. to mind and ponder over it,, F.arrière-goût ; se remémorer,
uimi,圆桌  ,yz,yuán zhuō   ,,round table,, F.table ronde,
uiml,出示,cs,chū shì ,, show ; produce,, F.montrer ; produire,
uimq,临床,lc,lín chuáng ,, clinical,, F.clinique,
uimq,山寨,sz,shān zhài ,, mountain fastness ; fortified mountain village,, F.fortin dans la montagne ; repaire de brigands en montagne,
uimt,出来,cl,chū lái ,, come out ; emerge,, F.sortir ; surgir ; émerger ,
uimt,回来,hl,huí lái ,, come back        ,, F.revenir,
uimt,山林,sl,shān lín ,, mountain forest ; wooded mountain,, F.montagnes et forêts,
uin,出门,cm,chū mén ,, go out ; leave home ; be away from home ; go on a journey,, F.partir en voyage ; sortir,
uing,圆筒  ,yt,yuán tǒng   ,, a cylinder,, F.cylindre,
uini,出师,cs,chū shī ,, frinish one's apprenticeship ; dispatch troops to fight ; send out an army ,, F.aller en expédition militaire ; sortir d'apprentissage,
uini,回响,hx,huí xiǎng ,, reverberate ; echo ; resound,, F.écho ; résonance,
uinl,出纳,cn,chū nà ,," receive and pay out money or bills ; cashier ; teller ;receive and lend books, ",, F.entrées et sorties (de caisse) ; recettes et dépenses ; caisse ; caissier,
uinq,出席,cx,chū xí ,, be present ; attend        ,, F.être présent à,
uinq,山洞,sd,shān dòng ,, cave ; cavern,, F.grotte ; caverne,
uinq,圆满 ,ym,yuán mǎn  ,,satisfactory,, F.complet ; parfait ; achevé ; satisfaisant,
uinq,圆润,yr,yuán rùn ,, mellow and full,, F.moelleux ; mélodieux,
uint,圆周  ,yz,yuán zhōu   ,,circumference,, F.circonférence,
uio,出口,ck,chū kǒu ,, speak ; utter ; exit ; way out ; export,, F.exporter ; sortie ; exportation ; prononcer des paroles ; parler,
uiog,出名,cm,chū míng ,, well-know ; famous ; lend one's name  (to an occasion or enterprise) ; use the name of,, F.réputé ; renommé ; célèbre ; fameux,
uiog,出售,cs,chū shòu ,, offer for sale ; sell,, F.vendre ; à vendre ; mettre en vente,
uiog,回答,hd,huí dá ,," answer, reply ",," F.répondre, réponse",
uiog,回合,hh,huí hé ,, round ; bout,, F.reprise,
uiog,回信,hx,huí xìn ,, write in reply ; write back ; a letter in reply,, F.répondre à une lettre,
uiog,山谷,sg,shān gǔ ,, mountain valley,, F.vallée ; vallon ; ravin,
uioi,出路,cl,chū lù ,, way out ; outlet,, F.sortie ; issue ; débouché,
uiol,出台,ct,chū tái ,, appear on the stage ;enter ;appear personally ;put into effect ;be carrid out ,, F.entrer ; faire son entrée sur scène,
uioq,回话,hh,huí huà ,, reply ; answer,, F.faire un rapport à un supérieur,
uiot,回扣,hk,huí kòu ,, rebate ; sales commission,, F.commission ; remise,
uipg,出血,cx,chū xuè ,, hemorrhage ; bleeding ; give dinners ; send gifts ; reward ; pay middleman's fee ; bleed,, F.saigner ; hémorragie ; blesser,
uipg,出租,cv,chū zū ,, rent,, F.louer,
uipg,山脚,sj,shān jiǎo ,, the foot of a hill,, F.pied d'une montagne,
